donor_id,donation_count,total_donations,average_donation,days_since_last_donation,donations_last_30_days,donations_last_90_days,donations_last_365_days,campaign_count
DNR-08415,4,550.41,137.6,150.0,0,0,4,4
DNR-08416,6,1704.72,284.12,16.0,1,1,2,6
DNR-08417,4,511.75,127.94,7.0,1,1,4,4
DNR-08418,4,333.37,83.34,70.0,0,1,1,4
DNR-08419,4,1271.8,317.95,236.0,0,0,2,4
DNR-08420,3,132.7,44.23,24.0,1,1,2,3
DNR-08421,5,661.02,132.2,287.0,0,0,1,5
DNR-08422,3,85.72,28.57,704.0,0,0,0,3
DNR-08423,6,31981.45,5330.24,12.0,2,4,6,6
DNR-08424,4,3424.58,856.14,89.0,0,1,4,4
DNR-08425,6,1969.49,328.25,443.0,0,0,0,6
DNR-08426,3,122.81,40.94,191.0,0,0,1,3
DNR-08427,2,71.35,35.67,479.0,0,0,0,2
DNR-08428,6,4206.26,701.04,590.0,0,0,0,5
DNR-08429,4,299.23,74.81,53.0,0,1,3,4
DNR-08430,2,1067.11,533.56,50.0,0,2,2,2
DNR-08431,2,85.94,42.97,19.0,1,1,2,2
DNR-08432,5,2391.42,478.28,215.0,0,0,1,5
DNR-08433,6,685.17,114.2,3.0,2,2,5,5
DNR-08434,4,52937.98,13234.5,146.0,0,0,1,4
DNR-08435,3,442.98,147.66,490.0,0,0,0,3
DNR-08436,6,461.83,76.97,310.0,0,0,1,6
DNR-08437,1,85.36,85.36,700.0,0,0,0,1
DNR-08438,6,274.7,45.78,400.0,0,0,0,6
DNR-08439,5,737.24,147.45,369.0,0,0,0,5
DNR-08440,6,196.26,32.71,33.0,0,1,6,6
DNR-08441,6,2639.05,439.84,215.0,0,0,2,6
DNR-08442,5,4526.54,905.31,0.0,4,5,5,5
DNR-08443,5,32744.32,6548.86,18.0,1,1,1,4
DNR-08444,7,4094.81,584.97,0.0,1,1,7,6
DNR-08445,6,802.31,133.72,150.0,0,0,4,6
DNR-08446,4,386.8,96.7,187.0,0,0,3,4
DNR-08447,9,110350.37,12261.15,429.0,0,0,0,8
DNR-08448,7,33543.29,4791.9,151.0,0,0,2,7
DNR-08449,4,77796.22,19449.06,139.0,0,0,2,4
DNR-08450,4,3684.84,921.21,325.0,0,0,1,3
DNR-08451,5,587.61,117.52,80.0,0,1,1,5
DNR-08452,7,107477.84,15353.98,1.0,1,3,7,7
DNR-08453,5,2212.52,442.5,236.0,0,0,3,5
DNR-08454,3,143.15,47.72,26.0,1,1,1,3
DNR-08455,5,1886.48,377.3,48.0,0,1,5,5
DNR-08456,5,2388.88,477.78,36.0,0,1,5,5
DNR-08457,6,262.15,43.69,18.0,1,2,5,6
DNR-08458,2,12105.72,6052.86,46.0,0,1,2,2
DNR-08459,7,3054.16,436.31,189.0,0,0,3,6
DNR-08460,2,283.05,141.52,9.0,1,1,1,2
DNR-08461,7,611.65,87.38,318.0,0,0,1,7
DNR-08462,9,1999.82,222.2,77.0,0,1,5,9
DNR-08463,9,1426.21,158.47,161.0,0,0,4,9
DNR-08464,2,2377.37,1188.69,161.0,0,0,1,2
DNR-08465,10,1554.85,155.49,71.0,0,1,10,10
DNR-08466,8,3483.52,435.44,3.0,1,2,6,8
DNR-08467,7,3621.14,517.31,344.0,0,0,1,7
DNR-08468,6,370.61,61.77,40.0,0,2,6,6
DNR-08469,5,868.5,173.7,254.0,0,0,1,5
DNR-08470,5,646.74,129.35,190.0,0,0,2,5
DNR-08471,6,3070.75,511.79,275.0,0,0,3,6
DNR-08472,6,416.46,69.41,27.0,1,3,6,6
DNR-08473,5,3041.55,608.31,87.0,0,1,2,5
DNR-08474,5,205.99,41.2,369.0,0,0,0,5
DNR-08475,5,1659.22,331.84,45.0,0,1,2,5
DNR-08476,4,818.99,204.75,298.0,0,0,1,4
DNR-08477,5,31115.38,6223.08,201.0,0,0,1,4
DNR-08478,5,2453.57,490.71,163.0,0,0,1,5
DNR-08479,8,926.73,115.84,24.0,1,2,4,6
DNR-08480,4,2425.82,606.46,224.0,0,0,2,4
DNR-08481,7,602.65,86.09,297.0,0,0,2,7
DNR-08482,5,3109.19,621.84,227.0,0,0,1,5
DNR-08483,5,738.74,147.75,25.0,1,2,3,5
DNR-08484,4,1325.4,331.35,8.0,1,1,1,4
DNR-08485,4,621.08,155.27,45.0,0,1,2,4
DNR-08486,4,186.74,46.68,178.0,0,0,1,4
DNR-08487,7,1544.72,220.67,15.0,3,5,7,6
DNR-08488,5,410.61,82.12,660.0,0,0,0,5
DNR-08489,6,1384.08,230.68,114.0,0,0,2,6
DNR-08490,8,1233.63,154.2,106.0,0,0,5,7
DNR-08491,5,551.51,110.3,137.0,0,0,5,5
DNR-08492,9,2410.89,267.88,21.0,3,8,9,9
DNR-08493,5,3333.33,666.67,66.0,0,2,5,5
DNR-08494,10,260309.3,26030.93,13.0,3,6,10,10
DNR-08495,5,2668.45,533.69,84.0,0,1,2,5
DNR-08496,4,466.87,116.72,110.0,0,0,2,4
DNR-08497,7,2598.32,371.19,20.0,1,1,1,7
DNR-08498,5,1419.37,283.87,393.0,0,0,0,5
DNR-08499,6,32742.11,5457.02,9.0,2,3,6,6
DNR-08500,6,2686.43,447.74,272.0,0,0,1,6
DNR-08501,6,2855.56,475.93,57.0,0,1,6,6
DNR-08502,6,569.69,94.95,20.0,1,1,5,6
DNR-08503,1,224.44,224.44,95.0,0,0,1,1
DNR-08504,7,2343.17,334.74,422.0,0,0,0,7
DNR-08505,2,1374.28,687.14,204.0,0,0,1,2
DNR-08506,2,6321.53,3160.76,170.0,0,0,2,2
DNR-08507,3,393.9,131.3,80.0,0,1,3,3
DNR-08508,6,1570.18,261.7,76.0,0,1,3,6
DNR-08509,6,39614.89,6602.48,47.0,0,2,6,6
DNR-08510,3,1443.18,481.06,5.0,1,2,2,3
DNR-08511,4,328.97,82.24,157.0,0,0,4,4
DNR-08512,6,204.14,34.02,20.0,2,2,5,6
DNR-08513,9,724.36,80.48,149.0,0,0,2,9
DNR-08514,6,249.84,41.64,139.0,0,0,2,5
DNR-08515,8,213168.62,26646.08,37.0,0,1,3,7
DNR-08516,5,1582.24,316.45,328.0,0,0,1,5
DNR-08517,8,802.3,100.29,76.0,0,1,1,8
DNR-08518,1,87.4,87.4,756.0,0,0,0,1
DNR-08519,2,1911.05,955.53,206.0,0,0,1,2
DNR-08520,2,594.49,297.24,309.0,0,0,1,2
DNR-08521,4,597.79,149.45,251.0,0,0,1,4
DNR-08522,6,4467.62,744.6,6.0,2,3,6,6
DNR-08523,6,559.71,93.29,263.0,0,0,1,6
DNR-08524,4,496.82,124.2,67.0,0,2,3,4
DNR-08525,6,994.13,165.69,0.0,1,1,2,6
DNR-08526,4,219.11,54.78,13.0,1,1,2,4
DNR-08527,3,197.48,65.83,52.0,0,1,3,3
DNR-08528,5,3899.59,779.92,66.0,0,1,2,5
DNR-08529,4,629.63,157.41,482.0,0,0,0,4
DNR-08530,6,5380.91,896.82,77.0,0,1,2,6
DNR-08531,5,542.24,108.45,46.0,0,1,3,5
DNR-08532,12,1772.93,147.74,104.0,0,0,2,12
DNR-08533,5,4474.65,894.93,77.0,0,1,4,5
DNR-08534,5,4863.94,972.79,389.0,0,0,0,5
DNR-08535,8,3317.71,414.71,116.0,0,0,4,8
DNR-08536,5,341.03,68.21,423.0,0,0,0,5
DNR-08537,7,2406.29,343.76,10.0,5,7,7,6
DNR-08538,8,2704.19,338.02,150.0,0,0,2,8
DNR-08539,6,800.97,133.5,173.0,0,0,4,6
DNR-08540,3,14973.69,4991.23,181.0,0,0,3,3
DNR-08541,7,819.36,117.05,227.0,0,0,1,7
DNR-08542,5,959.82,191.96,75.0,0,1,3,5
DNR-08543,7,1556.82,222.4,5.0,2,2,7,7
DNR-08544,3,167.3,55.77,127.0,0,0,1,2
DNR-08545,4,547.39,136.85,1.0,2,4,4,4
DNR-08546,3,539.55,179.85,47.0,0,1,2,3
DNR-08547,0,0.0,0.0,,0,0,0,0
DNR-08548,7,744.37,106.34,32.0,0,1,2,7
DNR-08549,5,1679.06,335.81,58.0,0,5,5,5
DNR-08550,2,1577.28,788.64,469.0,0,0,0,2
DNR-08551,6,624.79,104.13,121.0,0,0,1,6
DNR-08552,9,48258.07,5362.01,91.0,0,0,2,9
DNR-08553,6,1072.69,178.78,79.0,0,1,4,6
DNR-08554,8,2085.1,260.64,142.0,0,0,2,8
DNR-08555,5,421.27,84.25,183.0,0,0,2,5
DNR-08556,7,2120.58,302.94,232.0,0,0,2,7
DNR-08557,3,192.37,64.12,708.0,0,0,0,3
DNR-08558,5,717.98,143.6,471.0,0,0,0,5
DNR-08559,4,440.46,110.12,133.0,0,0,3,4
DNR-08560,5,767.86,153.57,14.0,1,1,3,5
DNR-08561,6,2706.95,451.16,56.0,0,1,2,6
DNR-08562,7,2125.16,303.59,37.0,0,1,2,7
DNR-08563,10,707.24,70.72,2.0,6,10,10,10
DNR-08564,4,262.31,65.58,298.0,0,0,2,4
DNR-08565,4,224.05,56.01,136.0,0,0,2,4
DNR-08566,5,546.7,109.34,99.0,0,0,5,4
DNR-08567,6,27396.01,4566.0,414.0,0,0,0,5
DNR-08568,2,601.39,300.7,42.0,0,1,1,2
DNR-08569,5,1666.15,333.23,61.0,0,1,5,5
DNR-08570,5,326.88,65.38,743.0,0,0,0,4
DNR-08571,0,0.0,0.0,,0,0,0,0
DNR-08572,5,360.18,72.04,195.0,0,0,2,5
DNR-08573,4,1674.75,418.69,4.0,2,2,4,4
DNR-08574,8,1108.67,138.58,111.0,0,0,3,8
DNR-08575,5,570.18,114.04,258.0,0,0,1,5
DNR-08576,5,2537.03,507.41,334.0,0,0,1,5
DNR-08577,2,280.84,140.42,312.0,0,0,1,2
DNR-08578,4,329.84,82.46,56.0,0,1,2,4
DNR-08579,6,301.22,50.2,168.0,0,0,1,6
DNR-08580,7,1162.44,166.06,580.0,0,0,0,7
DNR-08581,4,33022.75,8255.69,453.0,0,0,0,4
DNR-08582,2,238.3,119.15,291.0,0,0,1,2
DNR-08583,6,1440.99,240.16,5.0,1,3,6,6
DNR-08584,8,447.45,55.93,21.0,1,1,7,8
DNR-08585,6,697.18,116.2,63.0,0,1,4,6
DNR-08586,7,794.49,113.5,11.0,2,6,7,7
DNR-08587,5,443.38,88.68,200.0,0,0,1,5
DNR-08588,8,658.05,82.26,67.0,0,2,4,8
DNR-08589,2,481.4,240.7,146.0,0,0,1,2
DNR-08590,8,1395.19,174.4,34.0,0,1,5,8
DNR-08591,3,130.08,43.36,90.0,0,1,1,3
DNR-08592,5,499.31,99.86,275.0,0,0,2,5
DNR-08593,1,83.01,83.01,1350.0,0,0,0,1
DNR-08594,7,569.64,81.38,215.0,0,0,2,7
DNR-08595,4,16794.15,4198.54,244.0,0,0,2,4
DNR-08596,6,423.88,70.65,34.0,0,1,2,6
DNR-08597,8,2196.34,274.54,37.0,0,1,4,8
DNR-08598,7,670.48,95.78,42.0,0,3,7,7
DNR-08599,5,1554.76,310.95,37.0,0,1,5,5
DNR-08600,6,478.97,79.83,163.0,0,0,3,6
DNR-08601,3,17444.43,5814.81,5.0,1,1,1,3
DNR-08602,6,926.7,154.45,68.0,0,1,6,6
DNR-08603,5,28003.24,5600.65,87.0,0,1,2,5
DNR-08604,5,577.92,115.58,304.0,0,0,1,4
DNR-08605,8,107908.39,13488.55,138.0,0,0,5,8
DNR-08606,5,78293.98,15658.8,9.0,1,1,2,4
DNR-08607,4,600.09,150.02,93.0,0,0,1,4
DNR-08608,6,1091.84,181.97,212.0,0,0,2,6
DNR-08609,4,208.2,52.05,211.0,0,0,2,4
DNR-08610,3,272.95,90.98,148.0,0,0,2,3
DNR-08611,5,269.87,53.97,436.0,0,0,0,5
DNR-08612,4,1821.09,455.27,49.0,0,1,1,4
DNR-08613,2,687.89,343.94,84.0,0,1,2,2
DNR-08614,9,1230.23,136.69,0.0,1,2,9,9
DNR-08615,4,254.16,63.54,17.0,2,4,4,4
DNR-08616,6,1024.75,170.79,184.0,0,0,1,5
DNR-08617,4,314.92,78.73,164.0,0,0,1,4
DNR-08618,3,256.68,85.56,30.0,1,1,3,3
DNR-08619,6,507.09,84.52,215.0,0,0,2,6
DNR-08620,7,1622.53,231.79,3.0,1,1,2,6
DNR-08621,1,85.16,85.16,510.0,0,0,0,1
DNR-08622,5,1292.13,258.43,129.0,0,0,1,5
DNR-08623,7,1247.23,178.18,134.0,0,0,5,7
DNR-08624,8,102338.08,12792.26,9.0,1,1,1,7
DNR-08625,2,47928.95,23964.48,101.0,0,0,1,2
DNR-08626,3,1552.91,517.64,152.0,0,0,1,3
DNR-08627,6,1181.68,196.95,56.0,0,1,4,6
DNR-08628,7,1121.9,160.27,156.0,0,0,3,6
DNR-08629,6,1014.01,169.0,53.0,0,4,6,6
DNR-08630,2,12989.59,6494.8,6.0,1,1,2,2
DNR-08631,2,75.93,37.97,198.0,0,0,1,2
DNR-08632,4,1900.76,475.19,16.0,1,1,1,4
DNR-08633,0,0.0,0.0,,0,0,0,0
DNR-08634,4,817.86,204.46,57.0,0,1,3,4
DNR-08635,2,159.2,79.6,17.0,1,1,2,2
DNR-08636,5,519.01,103.8,36.0,0,2,3,5
DNR-08637,2,92.54,46.27,396.0,0,0,0,2
DNR-08638,6,975.64,162.61,28.0,1,1,5,6
DNR-08639,5,1979.81,395.96,20.0,1,1,2,5
DNR-08640,8,3678.2,459.78,8.0,1,1,1,8
DNR-08641,5,301.08,60.22,68.0,0,2,5,5
DNR-08642,5,1245.3,249.06,666.0,0,0,0,5
DNR-08643,5,19524.7,3904.94,400.0,0,0,0,5
DNR-08644,4,592.78,148.2,157.0,0,0,3,4
DNR-08645,6,274.37,45.73,63.0,0,2,2,5
DNR-08646,6,995.93,165.99,161.0,0,0,1,6
DNR-08647,9,3146.72,349.64,188.0,0,0,3,9
DNR-08648,6,3722.83,620.47,2.0,2,5,6,6
DNR-08649,9,1554.96,172.77,92.0,0,0,6,8
DNR-08650,7,3191.51,455.93,53.0,0,1,7,6
DNR-08651,4,543.55,135.89,104.0,0,0,4,4
DNR-08652,6,541.26,90.21,31.0,0,1,4,6
DNR-08653,5,877.51,175.5,74.0,0,1,2,4
DNR-08654,5,1111.36,222.27,236.0,0,0,3,5
DNR-08655,3,2381.53,793.84,31.0,0,1,2,3
DNR-08656,2,156.87,78.44,482.0,0,0,0,2
DNR-08657,5,2687.11,537.42,93.0,0,0,2,5
DNR-08658,2,527.43,263.72,586.0,0,0,0,2
DNR-08659,2,21754.23,10877.12,81.0,0,1,2,2
DNR-08660,3,173.74,57.91,295.0,0,0,1,3
DNR-08661,7,3506.24,500.89,121.0,0,0,5,7
DNR-08662,12,3690.01,307.5,65.0,0,1,6,12
DNR-08663,3,109.8,36.6,541.0,0,0,0,3
DNR-08664,5,471.35,94.27,342.0,0,0,1,4
DNR-08665,4,2707.08,676.77,170.0,0,0,2,4
DNR-08666,6,630.71,105.12,45.0,0,1,1,6
DNR-08667,3,2039.24,679.75,480.0,0,0,0,3
DNR-08668,5,312.64,62.53,118.0,0,0,4,5
DNR-08669,5,81141.65,16228.33,64.0,0,1,5,5
DNR-08670,5,1745.28,349.06,72.0,0,1,3,5
DNR-08671,9,1247.86,138.65,194.0,0,0,2,9
DNR-08672,4,2547.04,636.76,227.0,0,0,2,3
DNR-08673,8,1099.32,137.42,62.0,0,1,3,7
DNR-08674,10,710.25,71.03,57.0,0,2,8,8
DNR-08675,6,26973.46,4495.58,200.0,0,0,3,5
DNR-08676,7,833.6,119.09,54.0,0,1,4,7
DNR-08677,4,757.3,189.32,253.0,0,0,2,4
DNR-08678,5,265.24,53.05,44.0,0,2,5,4
DNR-08679,5,355.77,71.15,6.0,1,1,1,5
DNR-08680,4,232.72,58.18,232.0,0,0,1,3
DNR-08681,4,29669.93,7417.48,1043.0,0,0,0,4
DNR-08682,6,40250.29,6708.38,52.0,0,1,2,6
DNR-08683,6,92723.85,15453.98,39.0,0,1,2,6
DNR-08684,3,1514.98,504.99,5.0,2,3,3,3
DNR-08685,8,1748.33,218.54,17.0,1,4,8,7
DNR-08686,5,255.8,51.16,140.0,0,0,2,5
DNR-08687,5,325.15,65.03,40.0,0,1,2,5
DNR-08688,7,413.48,59.07,306.0,0,0,1,6
DNR-08689,3,88.22,29.41,88.0,0,1,1,3
DNR-08690,5,979.78,195.96,11.0,1,1,4,4
DNR-08691,7,7373.26,1053.32,26.0,1,4,7,6
DNR-08692,7,1054.86,150.69,31.0,0,1,1,7
DNR-08693,6,621.84,103.64,41.0,0,1,5,6
DNR-08694,7,3813.37,544.77,60.0,0,1,7,7
DNR-08695,7,1684.72,240.67,195.0,0,0,1,7
DNR-08696,3,355.93,118.64,253.0,0,0,1,3
DNR-08697,5,839.57,167.91,79.0,0,1,1,5
DNR-08698,7,1425.69,203.67,42.0,0,1,2,7
DNR-08699,4,18362.37,4590.59,570.0,0,0,0,4
DNR-08700,5,1911.26,382.25,0.0,2,5,5,5
DNR-08701,6,2059.46,343.24,60.0,0,1,5,6
DNR-08702,7,230502.89,32928.98,67.0,0,2,6,7
DNR-08703,4,3781.51,945.38,69.0,0,3,4,4
DNR-08704,6,1519.93,253.32,30.0,1,1,2,6
DNR-08705,8,1001.38,125.17,11.0,3,7,8,8
DNR-08706,3,883.56,294.52,141.0,0,0,1,3
DNR-08707,4,23929.49,5982.37,526.0,0,0,0,4
DNR-08708,3,891.04,297.01,299.0,0,0,2,3
DNR-08709,3,2056.85,685.62,132.0,0,0,1,3
DNR-08710,7,2967.69,423.96,256.0,0,0,1,7
DNR-08711,5,416.06,83.21,77.0,0,1,4,5
DNR-08712,4,25135.85,6283.96,19.0,3,4,4,4
DNR-08713,3,194.24,64.75,36.0,0,3,3,3
DNR-08714,6,1352.82,225.47,0.0,3,6,6,6
DNR-08715,9,4041.26,449.03,50.0,0,2,2,8
DNR-08716,2,297.88,148.94,172.0,0,0,1,1
DNR-08717,4,46980.59,11745.15,237.0,0,0,1,4
DNR-08718,5,3120.39,624.08,26.0,1,3,5,5
DNR-08719,12,54670.26,4555.85,3.0,3,5,12,12
DNR-08720,6,2546.11,424.35,97.0,0,0,1,6
DNR-08721,6,1822.28,303.71,375.0,0,0,0,6
DNR-08722,4,279.18,69.8,419.0,0,0,0,4
DNR-08723,4,53719.05,13429.76,7.0,3,4,4,4
DNR-08724,4,160.53,40.13,8.0,1,2,3,4
DNR-08725,1,62.96,62.96,190.0,0,0,1,1
DNR-08726,4,668.67,167.17,198.0,0,0,2,4
DNR-08727,5,272.76,54.55,83.0,0,1,5,5
DNR-08728,4,1996.52,499.13,804.0,0,0,0,4
DNR-08729,1,9422.32,9422.32,111.0,0,0,1,1
DNR-08730,1,43177.3,43177.3,169.0,0,0,1,1
DNR-08731,4,60284.56,15071.14,137.0,0,0,1,4
DNR-08732,4,576.84,144.21,213.0,0,0,1,4
DNR-08733,5,1561.31,312.26,312.0,0,0,1,5
DNR-08734,8,2851.28,356.41,33.0,0,1,3,7
DNR-08735,6,242649.89,40441.65,23.0,2,5,6,5
DNR-08736,4,277.45,69.36,1.0,1,1,4,4
DNR-08737,5,855.44,171.09,235.0,0,0,1,5
DNR-08738,6,388.1,64.68,106.0,0,0,1,6
DNR-08739,5,1330.3,266.06,92.0,0,0,4,5
DNR-08740,8,3238.25,404.78,23.0,2,4,8,8
DNR-08741,4,500.87,125.22,85.0,0,1,4,4
DNR-08742,4,2217.76,554.44,126.0,0,0,1,4
DNR-08743,5,754.06,150.81,459.0,0,0,0,5
DNR-08744,5,357.3,71.46,255.0,0,0,1,5
DNR-08745,8,554.84,69.36,262.0,0,0,1,8
DNR-08746,7,34947.35,4992.48,64.0,0,3,7,7
DNR-08747,3,1049.68,349.89,82.0,0,1,3,3
DNR-08748,3,15861.96,5287.32,22.0,2,3,3,3
DNR-08749,5,584.56,116.91,3.0,2,3,5,5
DNR-08750,3,1117.06,372.35,733.0,0,0,0,3
DNR-08751,8,474.84,59.36,5.0,1,8,8,7
DNR-08752,6,1828.86,304.81,118.0,0,0,6,6
DNR-08753,5,2210.17,442.03,245.0,0,0,1,5
DNR-08754,10,46299.4,4629.94,40.0,0,2,6,10
DNR-08755,3,604.04,201.35,662.0,0,0,0,3
DNR-08756,7,744.1,106.3,18.0,2,3,7,6
DNR-08757,6,2061.03,343.51,43.0,0,1,2,6
DNR-08758,2,57.55,28.78,1082.0,0,0,0,2
DNR-08759,5,757.13,151.43,6.0,1,2,5,5
DNR-08760,4,137.03,34.26,102.0,0,0,2,4
DNR-08761,4,784.66,196.16,27.0,1,1,1,4
DNR-08762,7,879.22,125.6,313.0,0,0,1,6
DNR-08763,7,139617.42,19945.35,16.0,1,2,2,7
DNR-08764,5,29630.35,5926.07,278.0,0,0,2,5
DNR-08765,5,1570.11,314.02,410.0,0,0,0,5
DNR-08766,4,718.59,179.65,168.0,0,0,1,4
DNR-08767,4,630.06,157.51,409.0,0,0,0,4
DNR-08768,9,3201.67,355.74,131.0,0,0,3,9
DNR-08769,8,1886.66,235.83,2.0,6,8,8,7
DNR-08770,4,2358.69,589.67,264.0,0,0,2,3
DNR-08771,5,245.33,49.07,185.0,0,0,2,5
DNR-08772,2,118.43,59.22,75.0,0,1,2,2
DNR-08773,4,244.9,61.22,80.0,0,1,2,4
DNR-08774,6,728.71,121.45,62.0,0,1,6,6
DNR-08775,4,370.81,92.7,141.0,0,0,2,4
DNR-08776,5,72187.33,14437.47,21.0,1,1,2,4
DNR-08777,8,2627.53,328.44,166.0,0,0,7,7
DNR-08778,3,635.14,211.71,147.0,0,0,3,2
DNR-08779,4,609.18,152.29,26.0,1,1,3,4
DNR-08780,5,1236.71,247.34,247.0,0,0,1,5
DNR-08781,5,337.74,67.55,49.0,0,1,2,5
DNR-08782,4,3681.87,920.47,391.0,0,0,0,4
DNR-08783,8,2143.45,267.93,30.0,1,1,8,8
DNR-08784,4,2886.61,721.65,0.0,1,4,4,4
DNR-08785,5,2694.1,538.82,19.0,2,3,5,4
DNR-08786,4,366.25,91.56,549.0,0,0,0,4
DNR-08787,6,909.89,151.65,193.0,0,0,2,6
DNR-08788,5,506.62,101.32,613.0,0,0,0,5
DNR-08789,8,921.19,115.15,86.0,0,1,6,8
DNR-08790,4,186.85,46.71,213.0,0,0,2,4
DNR-08791,3,177.49,59.16,43.0,0,1,3,3
DNR-08792,4,73989.21,18497.3,106.0,0,0,2,4
DNR-08793,4,1652.52,413.13,57.0,0,2,3,4
DNR-08794,7,27718.57,3959.8,101.0,0,0,2,7
DNR-08795,2,343.68,171.84,275.0,0,0,1,2
DNR-08796,3,223.36,74.45,45.0,0,1,2,3
DNR-08797,5,474.09,94.82,45.0,0,1,2,5
DNR-08798,4,217.23,54.31,26.0,1,1,4,4
DNR-08799,5,4047.97,809.59,250.0,0,0,2,5
DNR-08800,5,216.54,43.31,150.0,0,0,4,4
DNR-08801,6,1014.8,169.13,138.0,0,0,2,5
DNR-08802,5,579.57,115.91,166.0,0,0,2,5
DNR-08803,6,469.37,78.23,111.0,0,0,3,5
DNR-08804,5,1039.02,207.8,54.0,0,1,2,5
DNR-08805,8,1145.73,143.22,117.0,0,0,1,8
DNR-08806,7,785.58,112.23,371.0,0,0,0,7
DNR-08807,7,816.06,116.58,229.0,0,0,1,6
DNR-08808,8,34109.32,4263.66,1.0,1,1,3,8
DNR-08809,3,681.15,227.05,400.0,0,0,0,3
DNR-08810,6,351.6,58.6,198.0,0,0,2,6
DNR-08811,4,603.55,150.89,43.0,0,2,2,4
DNR-08812,3,869.62,289.87,18.0,1,1,2,3
DNR-08813,10,244792.67,24479.27,55.0,0,5,10,8
DNR-08814,5,63209.64,12641.93,205.0,0,0,2,5
DNR-08815,10,1091.2,109.12,30.0,1,2,3,10
DNR-08816,8,1580.34,197.54,133.0,0,0,1,7
DNR-08817,3,177.02,59.01,123.0,0,0,2,3
DNR-08818,1,46265.53,46265.53,125.0,0,0,1,1
DNR-08819,5,314.78,62.96,28.0,1,2,4,5
DNR-08820,2,10326.02,5163.01,258.0,0,0,2,2
DNR-08821,7,81265.33,11609.33,191.0,0,0,1,7
DNR-08822,4,641.68,160.42,201.0,0,0,3,4
DNR-08823,5,425.82,85.16,160.0,0,0,2,5
DNR-08824,2,270.13,135.06,27.0,1,1,2,2
DNR-08825,11,3221.57,292.87,60.0,0,1,3,10
DNR-08826,3,23562.72,7854.24,13.0,1,3,3,3
DNR-08827,5,1093.01,218.6,28.0,1,2,3,5
DNR-08828,6,335.36,55.89,25.0,2,2,5,6
DNR-08829,3,364.02,121.34,487.0,0,0,0,3
DNR-08830,3,464.32,154.77,20.0,1,1,2,3
DNR-08831,8,1954.69,244.34,216.0,0,0,1,8
DNR-08832,8,314.56,39.32,10.0,1,1,3,8
DNR-08833,6,332.32,55.39,133.0,0,0,5,6
DNR-08834,6,1254.36,209.06,13.0,1,2,4,6
DNR-08835,6,901.13,150.19,141.0,0,0,2,6
DNR-08836,3,473.88,157.96,310.0,0,0,1,3
DNR-08837,4,2574.71,643.68,1.0,1,1,3,4
DNR-08838,3,142.37,47.46,110.0,0,0,3,3
DNR-08839,11,2259.74,205.43,305.0,0,0,2,10
DNR-08840,4,1928.32,482.08,211.0,0,0,1,4
DNR-08841,5,95424.07,19084.81,2.0,1,2,5,5
DNR-08842,2,537.01,268.5,125.0,0,0,2,2
DNR-08843,8,2856.9,357.11,3.0,1,3,8,8
DNR-08844,4,240.28,60.07,196.0,0,0,2,4
DNR-08845,6,420.32,70.05,266.0,0,0,2,6
DNR-08846,8,1194.99,149.37,20.0,1,1,8,8
DNR-08847,4,1002.87,250.72,245.0,0,0,2,4
DNR-08848,3,1984.94,661.65,783.0,0,0,0,3
DNR-08849,7,3325.18,475.03,499.0,0,0,0,7
DNR-08850,5,21756.65,4351.33,88.0,0,1,2,5
DNR-08851,3,193.49,64.5,399.0,0,0,0,3
DNR-08852,8,3189.75,398.72,10.0,2,5,8,8
DNR-08853,9,229643.36,25515.93,114.0,0,0,9,8
DNR-08854,3,304.38,101.46,255.0,0,0,3,3
DNR-08855,4,544.54,136.14,58.0,0,3,4,4
DNR-08856,11,49312.99,4483.0,163.0,0,0,3,10
DNR-08857,2,75.69,37.84,558.0,0,0,0,2
DNR-08858,10,1171.89,117.19,80.0,0,1,3,10
DNR-08859,5,559.06,111.81,90.0,0,1,5,5
DNR-08860,2,109.59,54.8,100.0,0,0,2,2
DNR-08861,2,58.25,29.12,457.0,0,0,0,2
DNR-08862,5,1996.48,399.3,118.0,0,0,2,5
DNR-08863,3,463.11,154.37,168.0,0,0,2,3
DNR-08864,9,2047.49,227.5,111.0,0,0,7,9
DNR-08865,5,573.59,114.72,48.0,0,1,2,5
DNR-08866,6,1532.24,255.37,98.0,0,0,5,6
DNR-08867,5,4020.12,804.02,507.0,0,0,0,5
DNR-08868,8,89203.73,11150.47,20.0,1,2,4,8
DNR-08869,1,33.25,33.25,258.0,0,0,1,1
DNR-08870,7,2233.47,319.07,23.0,1,2,7,7
DNR-08871,5,3493.2,698.64,68.0,0,2,5,5
DNR-08872,4,88029.16,22007.29,12.0,1,1,4,4
DNR-08873,7,34282.3,4897.47,244.0,0,0,1,7
DNR-08874,7,2518.24,359.75,83.0,0,1,2,7
DNR-08875,4,209.63,52.41,1.0,1,2,4,4
DNR-08876,3,17867.27,5955.76,60.0,0,2,3,3
DNR-08877,6,3122.1,520.35,218.0,0,0,2,6
DNR-08878,3,48095.7,16031.9,216.0,0,0,1,3
DNR-08879,3,584.65,194.88,387.0,0,0,0,3
DNR-08880,10,1276.31,127.63,6.0,1,2,6,10
DNR-08881,7,863.55,123.36,0.0,1,4,7,7
DNR-08882,7,693.83,99.12,68.0,0,1,4,7
DNR-08883,3,121.1,40.37,100.0,0,0,1,3
DNR-08884,5,590.86,118.17,91.0,0,0,1,5
