donor_id,age_group,location,donor_since,donor_type
DNR-09239,25-34,CO,2022-11-08,Individual
DNR-09240,35-44,OH,2021-09-01,Individual
DNR-09241,65+,MI,2021-02-04,Individual
DNR-09242,25-34,TX,2022-04-16,Individual
DNR-09243,45-54,NY,2021-09-17,Individual
DNR-09244,25-34,MI,2024-05-23,Individual
DNR-09245,55-64,FL,2022-07-09,Corporate
DNR-09246,55-64,CO,2025-01-25,Individual
DNR-09247,35-44,NY,2024-08-05,Individual
DNR-09248,65+,GA,2025-07-12,Corporate
DNR-09249,45-54,FL,2023-11-15,Individual
DNR-09250,35-44,GA,2024-10-26,Individual
DNR-09251,25-34,IL,2024-04-26,Individual
DNR-09252,25-34,CA,2021-04-03,Individual
DNR-09253,25-34,CA,2023-05-25,Foundation
DNR-09254,65+,WA,2022-03-21,Individual
DNR-09255,35-44,WA,2025-03-08,Individual
DNR-09256,55-64,MI,2021-02-01,Foundation
DNR-09257,35-44,OH,2023-02-24,Individual
DNR-09258,35-44,MI,2022-12-06,Major Donor
DNR-09259,55-64,WA,2025-03-26,Individual
DNR-09260,35-44,IL,2022-11-12,Individual
DNR-09261,35-44,TX,2025-05-09,Foundation
DNR-09262,45-54,NC,2023-05-05,Individual
DNR-09263,25-34,CO,2023-12-07,Foundation
DNR-09264,55-64,TX,2025-03-31,Major Donor
DNR-09265,45-54,TX,2022-10-07,Individual
DNR-09266,35-44,CA,2024-08-02,Individual
DNR-09267,45-54,TX,2023-08-13,Foundation
DNR-09268,18-24,FL,2024-02-08,Individual
DNR-09269,25-34,CO,2022-05-31,Individual
DNR-09270,65+,TX,2023-12-16,Individual
DNR-09271,35-44,GA,2021-01-15,Major Donor
DNR-09272,35-44,NY,2023-06-11,Individual
DNR-09273,45-54,GA,2023-12-27,Individual
DNR-09274,45-54,NC,2022-09-05,Individual
DNR-09275,45-54,NY,2023-07-04,Individual
DNR-09276,25-34,WA,2024-07-05,Individual
DNR-09277,45-54,OH,2025-09-21,Individual
DNR-09278,25-34,PA,2024-02-12,Individual
DNR-09279,25-34,TX,2025-05-11,Individual
DNR-09280,18-24,IL,2021-07-15,Individual
DNR-09281,25-34,IL,2024-12-28,Corporate
DNR-09282,55-64,NY,2022-03-27,Individual
DNR-09283,25-34,IL,2025-07-08,Individual
DNR-09284,55-64,MI,2022-12-30,Individual
DNR-09285,35-44,GA,2023-02-22,Foundation
DNR-09286,25-34,CA,2022-10-01,Individual
DNR-09287,55-64,CA,2024-05-03,Individual
DNR-09288,55-64,FL,2025-07-19,Individual
DNR-09289,55-64,MI,2022-04-11,Individual
DNR-09290,35-44,MI,2023-07-13,Individual
DNR-09291,18-24,NY,2023-08-16,Individual
DNR-09292,45-54,FL,2025-03-09,Individual
DNR-09293,45-54,PA,2022-08-27,Individual
DNR-09294,45-54,NC,2025-02-22,Individual
DNR-09295,18-24,NC,2025-01-08,Individual
DNR-09296,55-64,GA,2023-12-09,Individual
DNR-09297,65+,TX,2023-11-15,Individual
DNR-09298,45-54,GA,2021-08-25,Individual
DNR-09299,35-44,FL,2024-05-28,Individual
DNR-09300,65+,MI,2023-11-21,Individual
DNR-09301,65+,FL,2025-11-12,Individual
DNR-09302,25-34,MI,2021-08-29,Individual
DNR-09303,18-24,GA,2022-10-21,Individual
DNR-09304,25-34,CA,2021-01-29,Individual
DNR-09305,55-64,NC,2022-10-02,Individual
DNR-09306,45-54,IL,2022-03-24,Individual
DNR-09307,55-64,IL,2023-07-31,Individual
DNR-09308,25-34,OH,2021-01-14,Individual
DNR-09309,65+,PA,2023-04-22,Corporate
DNR-09310,45-54,GA,2023-04-04,Individual
DNR-09311,25-34,NC,2023-02-13,Foundation
DNR-09312,55-64,TX,2025-10-12,Individual
DNR-09313,45-54,CA,2025-06-01,Individual
DNR-09314,25-34,NC,2024-04-04,Individual
DNR-09315,45-54,GA,2023-05-01,Corporate
DNR-09316,55-64,TX,2024-02-12,Individual
DNR-09317,55-64,MI,2023-05-24,Individual
DNR-09318,18-24,IL,2022-02-26,Individual
DNR-09319,45-54,OH,2025-01-18,Individual
DNR-09320,55-64,OH,2024-03-13,Individual
DNR-09321,35-44,IL,2023-04-02,Individual
DNR-09322,25-34,TX,2024-01-18,Individual
DNR-09323,65+,FL,2022-02-19,Individual
DNR-09324,45-54,MI,2022-11-28,Individual
DNR-09325,65+,WA,2024-02-26,Individual
DNR-09326,55-64,PA,2022-09-26,Major Donor
DNR-09327,25-34,CA,2021-07-20,Individual
DNR-09328,45-54,GA,2021-03-01,Corporate
DNR-09329,35-44,CO,2024-02-16,Individual
DNR-09330,45-54,FL,2021-02-08,Individual
DNR-09331,45-54,NC,2025-06-05,Individual
DNR-09332,35-44,PA,2021-07-14,Individual
DNR-09333,35-44,NC,2024-04-01,Individual
DNR-09334,35-44,IL,2025-07-10,Individual
DNR-09335,25-34,MI,2021-12-08,Individual
DNR-09336,25-34,OH,2025-03-26,Individual
DNR-09337,35-44,MI,2022-02-01,Corporate
DNR-09338,35-44,OH,2023-10-14,Individual
DNR-09339,35-44,MI,2023-12-01,Individual
DNR-09340,45-54,CA,2022-03-06,Individual
DNR-09341,35-44,GA,2022-03-04,Individual
DNR-09342,18-24,PA,2022-06-11,Major Donor
DNR-09343,65+,NY,2022-03-27,Individual
DNR-09344,55-64,TX,2024-01-27,Individual
DNR-09345,55-64,FL,2023-06-05,Individual
DNR-09346,18-24,GA,2022-02-15,Individual
DNR-09347,35-44,NY,2025-10-06,Individual
DNR-09348,25-34,MI,2021-03-09,Individual
DNR-09349,35-44,NY,2021-08-06,Individual
DNR-09350,45-54,OH,2022-09-23,Individual
DNR-09351,25-34,CA,2022-05-30,Individual
DNR-09352,45-54,CA,2022-06-20,Major Donor
DNR-09353,35-44,OH,2021-01-06,Corporate
DNR-09354,35-44,IL,2021-07-19,Individual
DNR-09355,45-54,IL,2025-08-18,Individual
DNR-09356,55-64,MI,2025-09-15,Individual
DNR-09357,35-44,GA,2024-03-14,Foundation
DNR-09358,65+,OH,2022-04-05,Individual
DNR-09359,45-54,GA,2023-07-20,Individual
DNR-09360,35-44,NY,2024-09-26,Individual
DNR-09361,25-34,TX,2024-04-11,Individual
DNR-09362,25-34,IL,2025-04-09,Individual
DNR-09363,18-24,NC,2022-04-04,Individual
DNR-09364,45-54,TX,2025-06-24,Individual
DNR-09365,45-54,GA,2022-07-01,Corporate
DNR-09366,55-64,PA,2021-08-01,Individual
DNR-09367,35-44,FL,2023-01-12,Corporate
DNR-09368,35-44,NY,2021-11-18,Individual
DNR-09369,35-44,WA,2021-08-31,Individual
DNR-09370,65+,WA,2024-06-20,Individual
DNR-09371,55-64,CO,2023-10-20,Individual
DNR-09372,18-24,MI,2025-09-10,Corporate
DNR-09373,35-44,NC,2023-05-19,Individual
DNR-09374,45-54,NC,2024-11-09,Individual
DNR-09375,18-24,NC,2023-05-11,Individual
DNR-09376,35-44,PA,2022-12-04,Individual
DNR-09377,65+,MI,2023-10-23,Individual
DNR-09378,65+,FL,2022-08-24,Individual
DNR-09379,25-34,GA,2025-10-18,Individual
DNR-09380,25-34,GA,2021-04-15,Individual
DNR-09381,45-54,PA,2023-03-22,Individual
DNR-09382,55-64,IL,2024-05-02,Individual
DNR-09383,35-44,CO,2025-02-15,Individual
DNR-09384,25-34,MI,2023-03-05,Individual
DNR-09385,35-44,CA,2024-07-20,Individual
DNR-09386,45-54,CO,2022-12-16,Individual
DNR-09387,35-44,IL,2022-05-04,Individual
DNR-09388,18-24,WA,2025-11-04,Individual
DNR-09389,55-64,FL,2021-09-23,Individual
DNR-09390,45-54,NY,2023-06-26,Individual
DNR-09391,45-54,CO,2024-02-20,Individual
DNR-09392,35-44,FL,2023-12-10,Individual
DNR-09393,35-44,NY,2024-08-07,Individual
DNR-09394,55-64,IL,2022-05-01,Individual
DNR-09395,18-24,GA,2024-02-09,Corporate
DNR-09396,25-34,FL,2023-12-12,Individual
DNR-09397,35-44,OH,2022-02-11,Individual
DNR-09398,45-54,CA,2024-04-03,Individual
DNR-09399,35-44,CO,2022-05-23,Individual
DNR-09400,65+,NY,2023-12-11,Individual
DNR-09401,25-34,IL,2023-08-31,Individual
DNR-09402,45-54,OH,2021-06-28,Individual
DNR-09403,65+,IL,2022-03-24,Individual
DNR-09404,25-34,CO,2025-09-14,Individual
DNR-09405,35-44,NC,2021-10-17,Individual
DNR-09406,35-44,FL,2023-07-15,Individual
DNR-09407,35-44,WA,2022-08-20,Corporate
DNR-09408,65+,OH,2023-05-25,Individual
DNR-09409,18-24,FL,2025-11-04,Individual
DNR-09410,25-34,GA,2025-10-09,Corporate
DNR-09411,45-54,GA,2022-02-07,Individual
DNR-09412,45-54,NY,2022-06-26,Individual
DNR-09413,45-54,CA,2024-12-22,Foundation
DNR-09414,18-24,WA,2021-04-20,Corporate
DNR-09415,35-44,NC,2023-09-29,Individual
DNR-09416,45-54,CA,2021-08-14,Individual
DNR-09417,35-44,MI,2023-03-14,Individual
DNR-09418,45-54,FL,2023-08-04,Individual
DNR-09419,25-34,NY,2023-11-28,Individual
DNR-09420,25-34,PA,2023-05-25,Individual
DNR-09421,35-44,CO,2023-07-05,Corporate
DNR-09422,25-34,PA,2023-08-27,Individual
DNR-09423,65+,WA,2021-02-16,Foundation
DNR-09424,45-54,OH,2025-04-01,Individual
DNR-09425,35-44,CO,2021-03-06,Individual
DNR-09426,35-44,OH,2023-04-07,Corporate
DNR-09427,35-44,WA,2025-03-29,Individual
DNR-09428,45-54,CA,2025-09-29,Corporate
DNR-09429,25-34,CO,2021-11-24,Individual
DNR-09430,55-64,MI,2023-03-29,Corporate
DNR-09431,35-44,IL,2021-08-13,Individual
DNR-09432,45-54,IL,2023-01-16,Individual
DNR-09433,45-54,FL,2024-10-08,Individual
DNR-09434,65+,GA,2022-05-24,Individual
DNR-09435,45-54,NY,2021-01-19,Individual
DNR-09436,55-64,WA,2023-09-30,Individual
DNR-09437,55-64,PA,2025-07-02,Individual
DNR-09438,55-64,IL,2021-09-01,Corporate
DNR-09439,65+,NC,2021-03-25,Individual
DNR-09440,45-54,IL,2022-02-24,Individual
DNR-09441,25-34,FL,2023-06-23,Individual
DNR-09442,25-34,PA,2025-07-08,Individual
DNR-09443,65+,PA,2023-08-06,Individual
DNR-09444,45-54,IL,2024-09-13,Individual
DNR-09445,35-44,NC,2022-06-22,Individual
DNR-09446,25-34,GA,2021-04-29,Individual
DNR-09447,35-44,WA,2024-02-09,Corporate
DNR-09448,65+,FL,2025-05-29,Individual
DNR-09449,35-44,CO,2025-02-23,Foundation
DNR-09450,45-54,IL,2023-11-30,Individual
DNR-09451,55-64,NC,2022-06-19,Major Donor
DNR-09452,65+,CO,2024-02-25,Individual
DNR-09453,25-34,TX,2024-04-18,Individual
DNR-09454,45-54,PA,2024-07-05,Individual
DNR-09455,45-54,PA,2023-06-12,Individual
DNR-09456,45-54,NY,2021-11-13,Individual
DNR-09457,25-34,WA,2021-09-12,Individual
DNR-09458,45-54,MI,2021-03-19,Corporate
DNR-09459,35-44,FL,2024-09-10,Individual
DNR-09460,55-64,TX,2021-02-13,Foundation
DNR-09461,65+,PA,2022-05-19,Individual
DNR-09462,65+,NY,2022-06-27,Foundation
DNR-09463,45-54,PA,2023-06-21,Individual
DNR-09464,55-64,TX,2022-07-18,Individual
DNR-09465,65+,NY,2024-10-30,Individual
DNR-09466,65+,MI,2021-08-29,Individual
DNR-09467,45-54,PA,2023-01-02,Individual
DNR-09468,25-34,CA,2021-01-09,Individual
DNR-09469,25-34,NY,2024-09-22,Foundation
DNR-09470,55-64,NC,2025-04-02,Major Donor
DNR-09471,18-24,NC,2021-09-16,Individual
DNR-09472,45-54,MI,2025-11-26,Individual
DNR-09473,18-24,PA,2022-05-02,Corporate
DNR-09474,45-54,FL,2022-09-01,Individual
DNR-09475,55-64,GA,2023-11-24,Individual
DNR-09476,25-34,NC,2024-05-13,Individual
DNR-09477,55-64,PA,2025-03-13,Individual
DNR-09478,25-34,CA,2024-07-30,Individual
DNR-09479,45-54,GA,2023-02-07,Corporate
DNR-09480,25-34,NC,2021-10-25,Corporate
DNR-09481,65+,TX,2025-11-18,Individual
DNR-09482,65+,NC,2024-04-16,Individual
DNR-09483,35-44,WA,2022-12-05,Individual
DNR-09484,55-64,NC,2023-08-15,Individual
DNR-09485,35-44,PA,2024-09-16,Individual
DNR-09486,18-24,NC,2024-04-26,Individual
DNR-09487,45-54,MI,2021-09-11,Individual
DNR-09488,25-34,NC,2022-11-04,Individual
DNR-09489,45-54,PA,2023-07-18,Individual
DNR-09490,55-64,NC,2021-01-31,Individual
DNR-09491,45-54,CO,2024-02-10,Individual
DNR-09492,18-24,MI,2025-09-28,Individual
DNR-09493,35-44,CO,2021-10-06,Individual
DNR-09494,65+,NY,2022-08-18,Individual
DNR-09495,35-44,PA,2023-06-28,Foundation
DNR-09496,45-54,FL,2022-12-11,Individual
DNR-09497,35-44,CA,2023-01-25,Corporate
DNR-09498,55-64,TX,2025-10-25,Individual
DNR-09499,35-44,PA,2024-09-21,Individual
DNR-09500,55-64,WA,2022-09-07,Individual
DNR-09501,25-34,MI,2023-10-15,Foundation
DNR-09502,35-44,CO,2025-11-25,Individual
DNR-09503,35-44,TX,2021-08-29,Individual
DNR-09504,45-54,FL,2025-10-10,Individual
DNR-09505,45-54,NY,2023-09-16,Individual
DNR-09506,35-44,PA,2023-10-08,Individual
DNR-09507,35-44,IL,2023-01-16,Individual
DNR-09508,35-44,IL,2024-03-11,Individual
DNR-09509,25-34,OH,2025-01-13,Individual
DNR-09510,45-54,OH,2021-09-29,Individual
DNR-09511,25-34,PA,2024-09-11,Individual
DNR-09512,35-44,NY,2023-01-16,Individual
DNR-09513,35-44,IL,2021-12-12,Individual
DNR-09514,18-24,IL,2024-07-02,Individual
DNR-09515,65+,TX,2021-09-11,Individual
DNR-09516,35-44,PA,2023-10-03,Individual
DNR-09517,65+,PA,2022-02-09,Individual
DNR-09518,25-34,CA,2021-08-20,Individual
DNR-09519,45-54,NY,2023-10-14,Corporate
DNR-09520,65+,PA,2021-04-25,Individual
DNR-09521,35-44,PA,2024-02-13,Individual
DNR-09522,55-64,PA,2024-06-28,Foundation
DNR-09523,65+,OH,2023-06-11,Individual
DNR-09524,45-54,FL,2024-02-18,Foundation
DNR-09525,65+,GA,2023-02-03,Individual
DNR-09526,55-64,OH,2024-12-03,Major Donor
DNR-09527,55-64,MI,2023-11-09,Individual
DNR-09528,35-44,CO,2022-12-31,Individual
DNR-09529,35-44,CO,2024-04-03,Individual
DNR-09530,18-24,CA,2021-04-15,Individual
DNR-09531,45-54,NC,2023-01-29,Corporate
DNR-09532,25-34,CO,2022-10-20,Individual
DNR-09533,25-34,OH,2024-03-31,Individual
DNR-09534,18-24,MI,2024-02-13,Individual
DNR-09535,55-64,WA,2024-10-28,Foundation
DNR-09536,35-44,NC,2024-10-24,Individual
DNR-09537,45-54,NY,2023-11-03,Individual
DNR-09538,35-44,NC,2021-06-30,Individual
DNR-09539,25-34,PA,2022-02-08,Individual
DNR-09540,18-24,OH,2025-09-19,Individual
DNR-09541,45-54,FL,2022-08-07,Individual
DNR-09542,25-34,FL,2024-11-05,Individual
DNR-09543,35-44,NY,2024-03-14,Individual
DNR-09544,45-54,FL,2022-01-14,Corporate
DNR-09545,35-44,TX,2024-01-18,Individual
DNR-09546,18-24,NC,2024-09-03,Major Donor
DNR-09547,35-44,GA,2024-06-13,Individual
DNR-09548,55-64,GA,2023-12-01,Individual
DNR-09549,45-54,IL,2023-06-05,Individual
DNR-09550,45-54,NC,2025-09-24,Individual
DNR-09551,45-54,TX,2022-04-22,Individual
DNR-09552,55-64,OH,2022-08-26,Individual
DNR-09553,25-34,OH,2022-08-22,Individual
DNR-09554,18-24,GA,2022-09-21,Individual
DNR-09555,55-64,TX,2024-08-20,Individual
DNR-09556,55-64,OH,2025-04-09,Individual
DNR-09557,55-64,PA,2022-05-06,Individual
DNR-09558,45-54,GA,2023-11-28,Individual
DNR-09559,35-44,MI,2023-06-28,Individual
DNR-09560,35-44,GA,2024-03-06,Individual
DNR-09561,65+,IL,2024-09-21,Individual
DNR-09562,25-34,MI,2023-02-26,Individual
DNR-09563,25-34,PA,2024-06-16,Individual
DNR-09564,35-44,WA,2022-11-08,Individual
DNR-09565,25-34,TX,2021-10-23,Individual
DNR-09566,55-64,NY,2024-07-07,Individual
DNR-09567,45-54,OH,2025-10-01,Individual
DNR-09568,45-54,OH,2022-07-04,Individual
DNR-09569,55-64,CA,2023-05-07,Individual
DNR-09570,45-54,TX,2021-09-07,Individual
DNR-09571,25-34,WA,2024-03-26,Individual
DNR-09572,65+,WA,2025-05-01,Individual
DNR-09573,45-54,TX,2021-10-07,Individual
DNR-09574,25-34,FL,2022-01-16,Corporate
DNR-09575,45-54,IL,2022-04-17,Individual
DNR-09576,45-54,CA,2021-04-20,Major Donor
DNR-09577,35-44,IL,2022-02-22,Individual
DNR-09578,35-44,PA,2024-12-18,Corporate
DNR-09579,18-24,IL,2023-10-13,Individual
DNR-09580,45-54,WA,2025-06-01,Individual
DNR-09581,35-44,GA,2025-06-27,Corporate
DNR-09582,55-64,PA,2024-09-18,Individual
DNR-09583,35-44,NC,2025-08-18,Individual
DNR-09584,55-64,PA,2024-10-18,Individual
DNR-09585,25-34,OH,2021-05-18,Individual
DNR-09586,45-54,IL,2024-07-28,Individual
DNR-09587,45-54,FL,2024-08-01,Individual
DNR-09588,25-34,NY,2023-04-29,Corporate
DNR-09589,25-34,OH,2023-01-23,Individual
DNR-09590,25-34,IL,2022-12-29,Individual
DNR-09591,35-44,CA,2021-12-30,Individual
DNR-09592,35-44,GA,2024-11-03,Individual
DNR-09593,35-44,NY,2025-01-05,Individual
DNR-09594,45-54,CA,2022-05-27,Individual
DNR-09595,35-44,WA,2024-03-16,Major Donor
DNR-09596,35-44,WA,2021-02-14,Individual
DNR-09597,35-44,NC,2021-07-27,Individual
DNR-09598,25-34,IL,2022-10-17,Individual
DNR-09599,55-64,CO,2022-01-20,Corporate
DNR-09600,65+,OH,2024-02-27,Individual
DNR-09601,25-34,GA,2023-04-22,Individual
DNR-09602,45-54,IL,2024-10-07,Individual
DNR-09603,45-54,NY,2021-09-21,Individual
DNR-09604,65+,NC,2023-04-04,Individual
DNR-09605,45-54,GA,2024-06-14,Major Donor
DNR-09606,25-34,MI,2021-03-30,Individual
DNR-09607,35-44,WA,2021-06-16,Individual
DNR-09608,35-44,OH,2025-05-14,Individual
DNR-09609,18-24,TX,2023-01-12,Individual
DNR-09610,25-34,MI,2023-08-27,Individual
DNR-09611,65+,IL,2024-06-24,Individual
DNR-09612,65+,FL,2022-03-18,Individual
DNR-09613,55-64,WA,2021-04-02,Individual
DNR-09614,55-64,CO,2023-09-19,Individual
DNR-09615,18-24,CA,2023-01-21,Individual
DNR-09616,25-34,TX,2021-01-23,Individual
DNR-09617,45-54,IL,2021-08-11,Individual
DNR-09618,25-34,GA,2022-11-26,Individual
DNR-09619,35-44,TX,2021-08-14,Individual
DNR-09620,25-34,TX,2021-03-31,Individual
DNR-09621,55-64,TX,2023-06-28,Individual
DNR-09622,35-44,NY,2023-04-28,Individual
DNR-09623,35-44,OH,2021-12-26,Individual
DNR-09624,18-24,TX,2022-12-30,Individual
DNR-09625,35-44,TX,2022-05-29,Individual
DNR-09626,25-34,NY,2023-05-13,Individual
DNR-09627,45-54,GA,2024-10-13,Individual
DNR-09628,35-44,PA,2025-03-11,Individual
DNR-09629,55-64,PA,2021-08-19,Individual
DNR-09630,65+,OH,2025-03-13,Individual
DNR-09631,35-44,NY,2024-02-01,Individual
DNR-09632,18-24,CA,2022-10-16,Individual
DNR-09633,35-44,OH,2021-12-31,Individual
DNR-09634,45-54,TX,2023-07-19,Corporate
DNR-09635,55-64,MI,2022-05-09,Individual
DNR-09636,45-54,FL,2025-07-04,Individual
DNR-09637,35-44,NC,2021-02-04,Individual
DNR-09638,45-54,CA,2022-08-01,Individual
DNR-09639,35-44,NY,2025-11-19,Corporate
DNR-09640,25-34,CA,2023-06-25,Individual
DNR-09641,18-24,IL,2024-12-17,Individual
DNR-09642,25-34,CO,2021-12-28,Individual
DNR-09643,45-54,WA,2023-12-19,Individual
DNR-09644,45-54,TX,2022-11-09,Individual
DNR-09645,18-24,WA,2025-01-16,Individual
DNR-09646,35-44,NC,2021-05-13,Individual
DNR-09647,25-34,MI,2021-03-09,Individual
DNR-09648,35-44,PA,2022-03-30,Individual
DNR-09649,65+,FL,2025-01-21,Individual
DNR-09650,35-44,CO,2025-04-14,Individual
DNR-09651,35-44,GA,2025-05-01,Individual
DNR-09652,18-24,NC,2024-12-05,Corporate
DNR-09653,55-64,IL,2022-08-01,Individual
DNR-09654,35-44,WA,2022-04-23,Individual
DNR-09655,55-64,NY,2024-08-17,Individual
DNR-09656,25-34,NY,2025-08-24,Foundation
DNR-09657,35-44,CO,2021-08-16,Individual
DNR-09658,45-54,WA,2025-11-25,Individual
DNR-09659,55-64,WA,2025-09-06,Individual
DNR-09660,35-44,GA,2025-08-06,Individual
DNR-09661,45-54,OH,2024-08-07,Individual
DNR-09662,35-44,GA,2023-12-20,Individual
DNR-09663,45-54,GA,2023-02-07,Individual
DNR-09664,45-54,MI,2025-02-23,Individual
DNR-09665,45-54,NY,2022-05-05,Individual
DNR-09666,35-44,MI,2024-11-05,Individual
DNR-09667,45-54,NC,2021-06-21,Individual
DNR-09668,45-54,GA,2022-01-23,Individual
DNR-09669,55-64,IL,2024-04-20,Individual
DNR-09670,35-44,CO,2024-08-11,Individual
DNR-09671,35-44,OH,2025-07-31,Individual
DNR-09672,55-64,IL,2022-12-19,Individual
DNR-09673,25-34,CO,2025-11-17,Individual
DNR-09674,65+,PA,2022-11-16,Individual
DNR-09675,35-44,OH,2023-08-15,Individual
DNR-09676,45-54,OH,2025-11-07,Individual
DNR-09677,35-44,WA,2022-01-04,Corporate
DNR-09678,45-54,CO,2022-10-19,Individual
DNR-09679,45-54,TX,2022-01-09,Individual
DNR-09680,25-34,WA,2023-04-22,Individual
DNR-09681,45-54,CA,2024-09-08,Individual
DNR-09682,35-44,NY,2021-09-06,Individual
DNR-09683,65+,FL,2025-02-23,Individual
DNR-09684,45-54,CA,2023-06-12,Individual
DNR-09685,45-54,NC,2024-04-22,Individual
DNR-09686,18-24,FL,2021-05-18,Individual
DNR-09687,35-44,TX,2021-10-06,Individual
DNR-09688,65+,WA,2023-12-17,Individual
DNR-09689,35-44,GA,2024-09-27,Individual
DNR-09690,18-24,IL,2025-10-10,Individual
DNR-09691,25-34,OH,2024-10-06,Individual
DNR-09692,65+,CA,2023-11-04,Individual
DNR-09693,45-54,CO,2024-02-28,Individual
DNR-09694,35-44,NY,2024-05-13,Corporate
DNR-09695,45-54,MI,2023-10-03,Individual
DNR-09696,55-64,WA,2023-01-12,Individual
DNR-09697,55-64,TX,2021-08-18,Major Donor
DNR-09698,55-64,CA,2021-03-17,Individual
DNR-09699,25-34,CO,2022-02-24,Individual
DNR-09700,45-54,GA,2025-09-04,Individual
DNR-09701,45-54,WA,2025-06-21,Individual
DNR-09702,18-24,GA,2024-06-02,Individual
DNR-09703,35-44,IL,2023-01-01,Individual
DNR-09704,35-44,GA,2025-07-18,Individual
DNR-09705,25-34,TX,2022-01-23,Individual
DNR-09706,45-54,IL,2025-02-05,Individual
DNR-09707,65+,GA,2023-11-10,Individual
DNR-09708,35-44,MI,2023-07-13,Individual
DNR-09709,65+,WA,2024-06-29,Individual
DNR-09710,45-54,PA,2024-02-01,Individual
DNR-09711,45-54,CA,2023-03-03,Individual
DNR-09712,55-64,CA,2021-12-30,Individual
DNR-09713,45-54,IL,2024-06-06,Individual
DNR-09714,25-34,OH,2023-05-23,Individual
DNR-09715,45-54,MI,2025-07-17,Individual
DNR-09716,45-54,FL,2023-05-11,Foundation
DNR-09717,18-24,WA,2023-01-27,Individual
DNR-09718,45-54,NC,2021-06-06,Individual
DNR-09719,45-54,NC,2022-03-20,Individual
DNR-09720,45-54,GA,2021-09-29,Individual
DNR-09721,35-44,PA,2023-02-05,Individual
DNR-09722,25-34,TX,2021-12-31,Individual
DNR-09723,55-64,GA,2024-05-10,Individual
DNR-09724,25-34,TX,2022-06-04,Individual
DNR-09725,45-54,WA,2024-02-18,Individual
DNR-09726,45-54,CA,2024-04-21,Individual
DNR-09727,65+,TX,2023-07-15,Individual
DNR-09728,25-34,WA,2021-10-09,Individual
DNR-09729,35-44,NY,2023-08-01,Individual
DNR-09730,45-54,WA,2025-06-13,Individual
DNR-09731,35-44,WA,2025-01-17,Individual
DNR-09732,35-44,GA,2024-08-20,Individual
DNR-09733,45-54,MI,2024-11-19,Individual
DNR-09734,25-34,TX,2021-06-11,Individual
DNR-09735,35-44,PA,2024-10-02,Individual
DNR-09736,35-44,CO,2022-02-27,Individual
DNR-09737,35-44,PA,2021-06-06,Individual
DNR-09738,25-34,GA,2021-03-06,Corporate
DNR-09739,25-34,NY,2021-11-20,Individual
DNR-09740,35-44,CO,2025-02-10,Individual
DNR-09741,45-54,OH,2025-10-17,Individual
DNR-09742,25-34,FL,2022-01-17,Corporate
DNR-09743,45-54,GA,2024-03-26,Individual
DNR-09744,45-54,PA,2021-01-10,Individual
DNR-09745,55-64,FL,2021-02-03,Individual
DNR-09746,45-54,IL,2025-05-05,Corporate
DNR-09747,18-24,CO,2022-06-29,Individual
DNR-09748,25-34,GA,2021-05-19,Individual
DNR-09749,35-44,MI,2025-05-16,Individual
DNR-09750,55-64,TX,2022-01-31,Individual
DNR-09751,18-24,NC,2021-08-23,Corporate
DNR-09752,45-54,WA,2025-06-26,Individual
DNR-09753,55-64,MI,2024-06-13,Individual
DNR-09754,65+,WA,2024-08-06,Individual
DNR-09755,35-44,PA,2024-04-15,Individual
DNR-09756,55-64,WA,2022-03-07,Individual
DNR-09757,35-44,GA,2021-06-08,Individual
DNR-09758,35-44,PA,2021-03-18,Corporate
DNR-09759,25-34,OH,2023-03-22,Individual
DNR-09760,55-64,TX,2022-08-10,Individual
DNR-09761,55-64,PA,2023-02-27,Individual
DNR-09762,65+,NY,2022-10-25,Individual
DNR-09763,55-64,PA,2021-12-31,Foundation
DNR-09764,35-44,CO,2024-12-23,Individual
DNR-09765,45-54,MI,2024-11-25,Individual
DNR-09766,55-64,CA,2022-08-06,Individual
DNR-09767,45-54,FL,2025-03-18,Individual
DNR-09768,65+,MI,2022-07-20,Individual
DNR-09769,25-34,WA,2022-11-29,Individual
DNR-09770,18-24,NY,2021-04-12,Individual
DNR-09771,65+,NC,2025-06-19,Individual
DNR-09772,18-24,MI,2025-10-14,Major Donor
DNR-09773,35-44,PA,2025-05-04,Individual
DNR-09774,45-54,CO,2021-10-01,Individual
DNR-09775,18-24,TX,2021-06-24,Individual
DNR-09776,25-34,PA,2021-12-05,Individual
DNR-09777,35-44,MI,2023-03-29,Individual
DNR-09778,45-54,CA,2022-11-23,Individual
DNR-09779,65+,IL,2023-12-19,Individual
DNR-09780,45-54,OH,2021-09-07,Individual
DNR-09781,55-64,TX,2023-03-14,Individual
DNR-09782,65+,CA,2023-11-27,Individual
DNR-09783,45-54,PA,2022-11-05,Corporate
DNR-09784,45-54,CA,2024-02-05,Individual
DNR-09785,35-44,TX,2024-09-27,Individual
DNR-09786,35-44,CO,2024-03-04,Individual
DNR-09787,25-34,CA,2025-07-03,Individual
